number,TeacherID,speaker,utterance,ut,rc,ICA_best_dim_1,ICA_best_dim_2,ICA_best_dim_3,ICA_best_dim_4,ICA_best_dim_5,ICA_best_dim_6,ICA_best_dim_7,ICA_best_dim_8,ICA_best_dim_9,ICA_best_dim_10,ICA_best_dim_11,ICA_best_dim_12,ICA_best_dim_13,ICA_best_dim_14,ICA_best_dim_15,ICA_best_dim_16,ICA_best_dim_17,ICA_best_dim_18,ICA_best_dim_19
355,3026,T,S. ,Q,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
356,3026,S,Speed. ,Rs,OD,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
357,3026,T,What is speed? ,Q,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
358,3026,T,What is the measure of the speed? ,Q,SK,0.349284955,-0.425306433,0.323522076,0.493659339,-0.327375097,-0.408390159,-0.430909383,-0.247791755,0.377606738,0.284542659,0.353168753,0.393447079,-0.271199946,0.711900962,0.460080543,-0.506412791,-3.813279127,0.350930145,-0.36525639
359,3026,T,Distance over what? ,Q,SK,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388619,-0.120447367,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370907,-0.069362687,0.179284595,0.098103959,-0.156631192,0.032508812,0.110603505,3.818428891
360,3026,S,Time. ,Rs,SK,0.154714835,-0.236418715,0.181415984,0.260975897,-0.179737907,-0.300926221,-0.21253029,-0.13891359,0.2081409,0.133814464,0.197865907,0.15818534,-0.112122825,-2.529218999,0.161006924,-0.329848344,0.057559734,0.217975505,-0.190391753
361,3026,T,"Time,",Fy,SK,0.154714835,-0.236418715,0.181415984,0.260975897,-0.179737907,-0.300926221,-0.21253029,-0.13891359,0.2081409,0.133814464,0.197865907,0.15818534,-0.112122825,-2.529218999,0.161006924,-0.329848344,0.057559734,0.217975505,-0.190391753
362,3026,T,so what unit would S be for time? ,Fq,SK,0.21348743,-0.249878289,0.214988709,0.306183124,-0.216655551,-0.29009106,-0.24892309,-0.193067968,0.227662578,0.183846601,0.226063241,0.22184153,-0.177159357,-1.585457467,0.206207336,-0.318369349,0.153418404,0.244563343,2.391358173
363,3026,T,I know you all aren’t awake.,P,,0.140934948,-0.149599877,0.132516386,0.172761231,-0.16390655,3.036918734,-0.171240355,-0.145455788,0.147806797,0.123528897,0.142215719,0.176475286,-0.138400593,0.256191856,0.156134922,-0.161393285,0.102260386,-1.730531814,-0.16095284
364,3026,T,"If we’re on the highway we say we measure miles per hour, ",E,OD,0.160893328,-0.186367222,0.19765269,0.147647501,-0.170105433,-0.155973328,-0.221338596,-0.165589443,0.168311932,0.161269313,0.180880428,0.225398517,-0.176959973,0.132150597,-2.176258386,-0.163763301,-5.894824243,0.161118438,-0.168568726
365,3026,T,so what would the S be? ,Q,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
366,3026,S,Miles per hour? Second?,Rs,SK,0.13849047,-0.236453367,0.243914604,0.143683064,-0.146910769,-0.144511031,-0.234303827,-0.133521335,0.155633547,0.135723617,0.186931362,0.137125014,-0.159409266,0.139347803,-6.035076373,-0.197392182,0.259744753,0.149090386,-0.147822116
367,3026,T,Nope.,Fy,SK,0.061531451,-0.108374664,-3.571539559,0.179444819,-0.083263473,-0.089042719,-0.108807592,-0.019483885,0.069062657,0.044667119,0.076513263,0.092390022,-0.042370191,0.107647135,0.082210406,-0.105904869,-0.022776882,0.065479622,-0.081646803
368,3026,S,Speed. Speed. ,Rs,SK,0.610215297,-0.764017929,0.561787489,0.898591037,-0.556372165,-0.728037868,-0.734725378,-0.413629711,0.662533847,0.481666741,0.61069776,0.614709877,-0.459137255,1.369931825,0.603636356,-0.939604376,0.37313579,0.616749738,-0.637239366
369,3026,T,Thank you. We’re doing meters. ,Fs,SK,0.239540726,-0.25785629,0.164603869,0.185273121,5.521939698,-0.167114582,-0.163746456,-0.141685336,0.154543012,0.148470186,0.166520492,0.158893615,-0.147615181,0.193997271,0.161797419,-0.229562748,0.140136709,0.28061309,-0.166700477
370,3026,S,Miles per second. ,Rs,SK,0.113568408,-0.210808036,0.208497198,0.132294108,-0.121063617,-0.125395805,-0.205492006,-0.099024126,0.131368068,0.10747564,0.15956966,0.111620891,-0.12297412,0.130142891,-5.375667912,-0.177443165,0.19975999,0.124021231,-0.122286352
371,3026,T,"We just set up what unit for distance, guys? ",Q,SK,0.261559169,-0.231605428,0.222638125,0.337361724,-0.227790098,-0.219096282,-0.26392348,-0.221655012,0.211795652,0.21684103,0.225494262,0.275559552,-0.227942508,0.261138598,0.230440092,-0.249151303,0.240926766,0.235360514,6.309381625
372,3026,S,Meters. ,Rs,SK,-3.665749481,-0.164987447,0.072863365,0.124510142,-0.107466824,-0.099771972,-0.126271843,-0.032953956,0.074894487,0.052335517,0.084354693,0.067477573,-0.035070859,0.104296813,0.066710883,-0.113186488,-0.010000318,0.071853287,-0.097748562
373,3026,T,"Meters, so we’re going meters per second. ",Fs,SK,-5.813714314,-0.260592681,0.161486615,0.174506752,-0.223375081,-0.176150759,-0.21703649,-0.158898456,0.157484638,0.154841737,0.170561888,0.163411372,-0.157217602,0.132972743,0.166977559,-0.170387767,0.152070363,0.160884466,-0.205597561
374,3026,T,"So you see on the X axis we have our time in seconds, ",E,OD,0.267944287,2.831981846,0.233940678,0.254270437,-0.263355462,-0.274526141,-0.257444078,-0.190355025,0.254995207,0.198424622,0.245385242,0.224526917,-0.189091801,-1.126067673,0.221645696,-0.290825833,0.157728854,0.232031567,-0.249757907
375,3026,T,and on our Y what do we have? ,Q,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
376,3026,S,Distance. ,Rs,OD,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388619,-0.120447367,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370907,-0.069362687,0.179284595,0.098103959,-0.156631192,0.032508812,0.110603505,3.818428891
377,3026,T,We have our distance in meters. ,Fs,OD,-2.333488781,-0.202257443,0.142620297,0.215205954,-0.168474829,-0.155988228,-0.191417459,-0.122428212,0.138831637,0.129527302,0.150389098,0.161369684,-0.125791379,0.170219739,0.143343309,-0.173928112,0.108378369,0.147148531,2.453120297
378,3026,T,"So Jason, what he’s going to do is he has to look at the graph",E,OD,0.586310911,-0.713208464,0.54176141,0.827417225,-0.561083788,-0.695409796,-0.71305851,-0.436098025,0.644427286,0.475887956,0.585646395,0.607543912,-0.477774727,1.259505148,0.600314836,-0.878855253,0.39894546,-0.946171027,-0.628082697
379,3026,T,"and he has to figure out where to start,",E,OD,0.234889139,-0.313343157,0.266835328,0.334240375,-0.268221743,-0.410410296,-0.291707909,-0.244202635,0.298439788,0.217922014,0.283595865,0.24171782,-0.205666116,-3.391126532,0.248142647,-0.43384745,0.170119019,0.31614468,-0.281188923
380,3026,T,and he’s going to walk in front of the motion detector ,E,OD,0.1949505,1.128925898,0.174235835,0.194466729,-0.192457437,-0.174625852,-0.186291065,-0.150600526,0.241417126,0.161804555,-3.795066238,0.177102335,-0.159806758,0.216657246,0.196664822,-0.179390719,0.146713099,0.166388425,-0.187643652
381,3026,T,and it’s going to record where he’s walking.,E,OD,0.175623955,-0.229038334,0.228929018,0.272293002,-0.164682108,-0.177058128,4.894926026,-0.139803607,0.169676237,0.148113104,0.171042991,0.210206089,-0.145034114,0.177368408,0.220039915,-0.361578258,0.143682639,0.180546281,-0.252363311
382,3026,T,It’s going to record where he’s walking. ,E,OD,0.175623955,-0.229038334,0.228929018,0.272293002,-0.164682108,-0.177058128,4.894926026,-0.139803607,0.169676237,0.148113104,0.171042991,0.210206089,-0.145034114,0.177368408,0.220039915,-0.361578258,0.143682639,0.180546281,-0.252363311
383,3026,T,So he’s going to try to match the graph on the screen. ,E,OD,0.205620776,-0.225733491,0.233029269,-4.24443643,-0.222777891,-0.243364837,-0.283080516,-0.185232239,0.242565439,0.192149927,0.252540936,0.220764285,-0.203918197,0.234690174,0.211744678,-0.262267487,0.179875225,0.206710497,-0.323282322
384,3026,T,"I’m just going to give you a clue, ",E,OD,0.316331268,-0.408642039,0.328743483,0.442239703,-0.302930706,-0.378543895,-0.407155097,-0.252537436,0.342682427,0.268294818,0.323292564,-3.638227447,-0.26153244,0.564580868,0.316290095,-0.465200687,0.259444358,0.335053075,-0.363649959
385,3026,T,so you need to study it so you know where to start. ,E,OD,0.149935169,-0.170012227,-5.669558041,0.262402235,-0.184649717,-0.158983955,-0.189093687,-0.137346343,0.148153711,0.1425723,0.158015598,0.20327129,-0.168896533,0.138333257,0.191776795,-0.158737176,0.131627858,0.150686585,-0.179834744
386,3026,T,"So look at, look at where the graph starts. ",E,OD,0.144036084,-0.207606358,0.218972095,0.210387052,-0.149464474,-0.144142579,-0.143460329,-0.136817703,0.17823605,0.139850468,0.14987555,0.145258532,7.078477521,0.209010498,0.16651679,-0.140776116,0.139608906,0.180446648,-0.150781493
387,3026,T,"How many meters should he be from this motion detector, Lavelle? ",Q,OD,0.158877404,-0.266267514,0.158704005,0.189872726,-0.166040672,-0.167487237,-0.166629651,-0.147706991,0.2462703,0.152119857,-5.356300996,0.162681146,-0.152290939,0.210318924,0.193135228,-0.169433797,0.145321246,0.16049122,-0.170834243
388,3026,S,One. Four. ,Rs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
389,3026,T,"Ok, here’s some good graphs.",E,OD,0.143584566,-0.249978631,0.144107377,0.180579584,-0.150306031,-0.155298909,-0.154652636,-0.127415707,0.226956169,0.135205604,-5.025239928,0.146737818,-0.132241063,0.200705467,0.174789261,-0.159959872,0.118731285,0.145677268,-0.155032118
390,3026,T,Who’s this right here?  Let me get it going. ,P,OD,0.397311755,-0.485470485,0.389132046,0.552175213,-0.405506183,-0.50686171,-0.490788949,-0.327446915,0.441394095,0.348779845,0.417393786,0.416996884,-0.332380426,-0.665652101,0.405321144,0.943999423,0.292433067,0.453179031,-0.435764213
391,3026,T,Let me get these graphs up. ,P,OD,0.185790887,-0.219108671,0.184115291,0.253363311,-0.228184719,-0.20400773,-0.274003055,-0.156374915,0.195158698,0.190988107,0.198981815,0.224759963,-0.165375418,0.264956974,0.195610635,3.884833286,0.143194002,0.250072329,-0.216276352
392,3026,T,Look at number one. ,P,OD,0.126984486,-0.118298652,0.100646389,0.125627901,-0.102615544,-0.153996569,-0.109907045,5.935041026,0.09649278,0.088517202,0.10869651,0.115929198,-0.080051489,0.155204584,0.098508483,-0.114684221,0.057464503,0.158273053,-0.105151509
393,3026,T,Describe how you had to match your graph to each segment of the graph. ,P,OD,0.109003757,-0.120678234,0.110564295,0.1173327,-0.199083464,-0.157727706,-0.205015195,-0.15620165,0.166957941,0.107718264,0.12020059,0.172722936,-0.164977737,0.16766402,0.178549634,-0.16161806,0.092148203,-5.925507726,-0.180344603
394,3026,T,"So if your graph was going at a slope that was a steep slope, what did you have to do? ",Q,OD,0.261883833,0.627082639,0.19153829,0.193185155,4.047297327,-0.192982848,-0.206965506,-0.185057584,0.19588895,0.179156679,0.19444196,0.20112632,-0.193938684,0.212227522,0.203843037,-0.237337332,0.1825666,-0.872055378,-0.210175536
395,3026,T,If it was a straight line what did you have to do? ,Q,OD,0.19325941,-0.205486212,0.199124794,-2.441335057,-0.193432404,-0.208995186,-0.246525096,-0.159940492,0.202802383,0.168491447,0.213240444,0.205885234,-0.173882966,0.224806043,0.18613881,-0.233890984,0.152191353,0.186981252,1.707045078
396,3026,S,Oh.,Ry,,0.147682831,2.947368511,0.105811658,0.144373718,-0.130629708,-0.110300028,-0.138677649,-0.032421458,0.119546874,0.072263298,0.116790307,0.099228201,-0.048776866,0.166793627,0.090942112,-0.134827173,-0.011110073,0.08477781,-0.113562149
397,3026,T,"This person did a really good job, I think.",Fs,,0.314462051,5.056664153,0.234850026,0.21808176,-0.285160644,-0.208747194,-0.255592089,-0.181975032,0.249763045,0.208528641,0.242586214,0.236114124,-0.203979658,0.245572218,0.227615222,-0.218381566,0.181038532,0.19999911,-0.253249233
398,3026,S,That was mine. ,Rs,,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
399,3026,T,"Oh, it was? ",Fq,,0.147682831,2.947368511,0.105811658,0.144373718,-0.130629708,-0.110300028,-0.138677649,-0.032421458,0.119546874,0.072263298,0.116790307,0.099228201,-0.048776866,0.166793627,0.090942112,-0.134827173,-0.011110073,0.08477781,-0.113562149
400,3026,S,Uh unh. It can’t be.,Rs,,0.234889139,-0.313343156,0.266835329,0.334240366,-0.268221743,-0.410410296,-0.291707909,-0.244202635,0.298439788,0.217922014,0.283595865,0.24171782,-0.205666116,-3.391126526,0.248142647,-0.43384745,0.170119019,0.31614468,-0.281188927
401,3026,T,"So this one did pretty good, too. ",Fs,,0.189452816,1.524060654,0.163856664,0.186421025,-0.18389591,-0.164375918,-0.179652842,-0.131094943,0.220785184,0.147520051,-3.04007303,0.165074886,-0.141797702,0.208764872,0.179277268,-0.172620463,0.120501078,0.153175779,-0.176405893
402,3026,S,That’s mine. That one in the corner is messed up; that’s mines. ,Rs,,0.192690119,-0.222362031,0.216916048,0.284109934,-0.175267983,-0.182850103,3.184940402,-0.153800457,0.174564328,0.159844106,0.179699475,0.219724862,-0.15945526,0.198470637,0.212478629,-0.316392597,0.158729185,0.188421275,1.727305618
403,3026,T,Mines or just mine? ,Fs,,0.151137337,-0.176087092,0.154842453,0.2183805,-0.140601743,-0.15441237,-0.190257897,-0.122981677,0.137852573,0.125750899,0.144473554,-2.251519638,-0.122365665,0.154952395,0.136384195,-0.180321781,0.125743007,0.151359992,2.683082825
404,3026,S,Mines ain’t a word. ,Rs,,0.226822445,-0.209009425,0.192890107,0.307743797,-0.196439728,-0.194434053,-0.235030876,-0.181794157,0.18434051,0.183306109,0.19701244,0.238762409,-0.188297553,0.240675098,0.197356059,-0.226021275,0.188822278,0.204171262,5.68664346
405,3026,T,It’s not a word. ,Fs,,0.089049235,-0.137698251,0.109880741,-2.530188875,-0.099381295,-0.1350085,-0.159847282,-0.040357925,0.120436958,0.067886679,0.127794976,0.095493734,-0.0549481,0.163415543,0.086886709,-0.164500901,-0.004122113,0.093413495,-0.161169481
406,3026,S,There it goes. Mines ain’t no word. ,Rs,,0.24766448,-0.222567027,0.210738918,0.325514554,-0.21524995,-0.20923139,-0.252366439,-0.20571067,0.200813595,0.203427062,0.214101534,0.260840709,-0.212084526,0.252953198,0.21720648,-0.239899292,0.220084971,0.222884813,6.060286374
407,3026,S,Mine is a word that you can barely see. ,Rs,,0.147335005,-0.181715871,0.171455005,-3.38731266,-0.161079593,-0.189186669,-0.221463899,-0.112795082,0.181501199,0.130018304,0.190167956,0.158129009,-0.129433149,0.199052858,0.149315693,-0.213384194,0.087876556,0.150061996,-0.242225903
408,3026,S,Mines is mines. That’s mine right there. ,Rs,,0.242873727,-0.256608076,0.231775072,0.328786737,-0.235114373,-0.28467348,-0.26711949,-0.220145157,0.237423417,0.208862669,0.240161908,0.253669626,-0.209677622,-1.1135767,0.228807542,-0.312629851,0.201347739,0.257857263,3.682233137
409,3026,T,"Look at this one. Describe to me on your particular graph, on number one,",P,OD,0.139273378,-0.130753769,0.123154186,0.129924846,-0.169682419,-0.174014395,-0.170952082,3.465228437,0.147650214,0.118820272,0.131250597,0.165160196,-0.147370466,0.1713044,0.158419931,-0.14783446,0.108564615,-2.86013683,-0.161463184
410,3026,T,"what did you have to do in order to match the segment of the graph,  ",Q,OD,0.205620776,-0.22573349,0.233029269,-4.244436438,-0.222777892,-0.243364837,-0.283080516,-0.185232238,0.24256544,0.192149927,0.252540936,0.220764285,-0.203918197,0.234690173,0.211744678,-0.262267486,0.179875224,0.206710496,-0.323282322
411,3026,T,ok? So for this graph what did he have to do to make it a straight line? ,Q,OD,0.223536753,-0.233028339,0.240044254,-3.581431578,-0.23245117,-0.246944252,-0.288598826,-0.201824308,0.246014082,0.205258634,0.256814789,0.23910566,-0.218677371,0.244315233,0.223868032,-0.267002324,0.20348387,0.21971457,0.802166297
412,3026,S,Be still? ,Rs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
413,3026,T,"He had to be still, right? ",Fy,OD,0.154714835,-0.236418715,0.181415984,0.260975895,-0.179737907,-0.30092622,-0.21253029,-0.138913589,0.2081409,0.133814464,0.197865908,0.158185342,-0.112122826,-2.529218999,0.161006924,-0.329848344,0.057559735,0.217975508,-0.190391753
414,3026,T,So that’s what you should be describing to me.,P,OD,0.061531451,-0.108374664,-3.571539559,0.179444819,-0.083263473,-0.089042719,-0.108807592,-0.019483885,0.069062657,0.044667119,0.076513263,0.092390022,-0.042370191,0.107647135,0.082210406,-0.105904869,-0.022776882,0.065479622,-0.081646803
415,3026,T,What did you have to do to make the line go down? ,Q,OD,0.176477891,-0.203724679,0.202242137,-3.815874549,-0.191928742,-0.216275753,-0.252272207,-0.14901366,0.212033319,0.161084116,0.221354446,0.189446647,-0.166675673,0.216871515,0.180530185,-0.23782584,0.13387589,0.178386247,-0.282754113
416,3026,S,Move closer. ,Rs,OD,0.089049235,-0.137698251,0.109880741,-2.530188876,-0.099381295,-0.1350085,-0.159847282,-0.040357925,0.120436958,0.067886683,0.127794976,0.095493734,-0.0549481,0.163415538,0.086886709,-0.164500902,-0.004122113,0.093413495,-0.161169486
417,3026,T,"You had to move closer to the wall, right? ",Fs,OD,0.176477891,-0.203724681,0.202242137,-3.815874544,-0.191928743,-0.216275753,-0.252272207,-0.14901366,0.212033319,0.161084116,0.221354446,0.189446647,-0.166675673,0.216871509,0.180530186,-0.23782584,0.13387589,0.178386248,-0.282754113
418,3026,T,"Ok, what did you have to do to make the line go up? ",Q,OD,0.193963622,-0.216929966,0.220714417,-4.073011681,-0.210438232,-0.232529204,-0.270757192,-0.170744807,0.230352591,0.179723603,0.24006634,0.20823723,-0.189021187,0.22756271,0.199258881,-0.252490827,0.161475491,0.195380797,-0.307071038
419,3026,S,Move back. ,Rs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
420,3026,T,"You had to go back,",Fs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
421,3026,T,because you’re increasing your what? On the X axis? ,Fq,OD,0.118096496,-0.222830492,0.119779663,0.165091016,-0.124081628,-0.13498503,-0.134690948,-0.093596902,0.194765955,0.107015184,-4.473471448,0.120165607,-0.098824609,0.184683037,0.14421265,-0.144170003,0.074414686,0.120987349,-0.128695187
422,3026,S,"Um, um… ",Ry,,0.147335005,-0.181715871,0.171455005,-3.387312661,-0.161079593,-0.189186669,-0.221463899,-0.112795082,0.181501199,0.130018305,0.190167956,0.158129009,-0.129433149,0.199052858,0.149315693,-0.213384194,0.087876556,0.150061996,-0.242225904
423,3026,T,Your distance. ,Fs,OD,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388619,-0.120447367,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370907,-0.069362687,0.179284595,0.098103959,-0.156631192,0.032508812,0.110603505,3.818428891
424,3026,T,Ok? So is direction important on your graph? ,Q,OD,0.218893268,-0.251378552,0.226356383,0.271130591,-0.277783586,-0.286849812,-0.30380428,-0.231063022,0.255850842,0.221165083,0.240262504,0.26162178,-0.225821308,-0.828283915,0.249662581,2.046302638,0.19872546,-1.375914894,-0.269197319
425,3026,S,Yeah. ,Ry,OD,0.055322503,-0.124252338,0.090007406,0.120711486,-0.062148545,-0.095207443,-0.122257118,-0.031068715,0.070698823,0.043229222,0.072034418,-3.903398186,-0.026165828,0.072045283,0.052276371,-0.11954318,0.014474142,0.075072419,-0.093935284
426,3026,T,"Yes, that’s where your velocity comes in",Fs,OD,0.192690119,-0.222362031,0.216916048,0.284109934,-0.175267983,-0.182850103,3.184940403,-0.153800457,0.174564328,0.159844106,0.179699475,0.219724862,-0.15945526,0.198470637,0.212478629,-0.316392596,0.158729185,0.188421275,1.727305616
427,3026,T,your direction and your speed. ,E,OD,0.354563529,-0.43579219,0.334296885,0.509938534,-0.35868867,-0.412388654,-0.457209585,-0.258672451,0.381010728,0.306576653,0.362700929,0.379823799,-0.282190003,0.704350939,0.357862327,1.966392522,0.234630503,0.395881837,-0.383672567
428,3026,T,"Now, how fast…. Does your speed effect the graph? ",Q,PD,0.405856204,-0.511057257,0.427106555,0.57563961,-0.382315573,-0.457548789,-0.460150708,-0.31444511,0.45050892,0.343053429,0.406436588,0.409693026,4.173416515,0.80853451,0.418441193,-0.555555874,0.308838222,0.430720518,-0.42310808
429,3026,T,The straightness of it? ,Q,PD,0.057844523,-0.131870995,0.10879179,0.146935329,-0.061272696,-0.079766859,-0.080286743,-0.019153486,0.08786412,0.042965973,0.071425732,0.056132048,4.487238599,0.151820411,0.066422903,-0.094679207,-0.017788728,0.084079653,-0.06348852
430,3026,S,Yes. ,Ry,PD,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388618,-0.120447366,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370908,-0.069362687,0.179284599,0.098103958,-0.156631191,0.032508812,0.110603504,3.818428898
431,3026,T,How? How does speed come into play here? ,Fq,PD,0.302437773,-0.417803532,0.371152135,0.380405517,-0.293011625,-0.336772786,-0.410360932,-0.248601336,0.329542568,0.264929733,0.338686814,0.303354184,-0.282119293,0.516807429,-4.636930166,-0.438009956,0.347748351,0.31195043,-0.317629479
432,3026,S,Because you’ve got to [inaudible] back. ,Rs,PD,-5.455720178,-0.244658474,0.146716072,0.166173983,-0.204057039,-0.16342096,-0.201909049,-0.137907702,0.143719613,0.137757367,0.156194021,0.147422405,-0.136859811,0.12819342,0.150266447,-0.16085422,0.125058582,0.146045934,-0.187622727
433,3026,T,You’re got to what?,Fq,PD,0.067120322,-0.168534217,0.071124233,0.134113876,-0.07163282,-0.09435727,-0.094767569,-0.02595929,0.130385525,0.050634341,-3.369934583,0.067021182,-0.031991695,0.152638177,0.083059426,-0.112590258,-0.014218516,0.071607509,-0.076021489
434,3026,S,Move back. ,Rs,PD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
435,3026,S,Move as fast as you can then [inaudible]. ,Rs,PD,-4.85906328,-0.218101466,0.122098504,0.152286036,-0.171860301,-0.142204632,-0.176696647,-0.102923123,0.120777905,0.109283417,0.13224758,0.120774128,-0.102930161,0.120227885,0.122414593,-0.144964976,0.080038949,0.121315053,-0.157664673
436,3026,T,If you went faster what happened to your line? ,Q,PD,0.109003757,-0.120678235,0.110564295,0.117332699,-0.19908346,-0.157727706,-0.205015195,-0.15620165,0.166957941,0.107718265,0.120200589,0.172722936,-0.164977737,0.167664017,0.178549634,-0.16161806,0.092148203,-5.92550771,-0.180344603
437,3026,T,What happened to the line? You’re getting there.,Q,OD,0.135201216,-0.1597393,-5.319888294,0.248575993,-0.167752003,-0.147327082,-0.175712671,-0.117702601,0.134971869,0.12625477,0.144431874,0.184791079,-0.147808809,0.133218904,0.17351573,-0.149931792,0.105893736,0.136485437,-0.163470089
438,3026,T,You said you had to hurry up and get there. ,P,OD,0.110387887,-0.115196147,0.105376084,0.122920564,-0.117714819,-0.11573389,-0.152747979,-0.095957358,0.116739224,0.104063976,0.117385807,0.19086798,-0.099132292,0.109435023,0.328646757,-0.10980043,-7.646188111,0.107556683,-0.116239987
439,3026,T,"Why did you have to hurry up, because what were you trying to do? ",Q,OD,0.176477891,-0.203724679,0.202242137,-3.815874545,-0.191928743,-0.216275753,-0.252272207,-0.14901366,0.212033319,0.161084116,0.221354445,0.189446646,-0.166675673,0.216871515,0.180530186,-0.23782584,0.133875886,0.178386246,-0.282754113
440,3026,S,Match the line. ,Rs,OD,0.147335005,-0.181715871,0.171455005,-3.387312659,-0.161079591,-0.189186669,-0.221463899,-0.112795082,0.181501199,0.130018305,0.190167956,0.158129009,-0.129433149,0.199052858,0.149315693,-0.213384194,0.087876556,0.150061996,-0.242225904
441,3026,T,Match that line. ,Fy,OD,0.147335005,-0.181715871,0.171455005,-3.387312659,-0.161079591,-0.189186669,-0.221463899,-0.112795082,0.181501199,0.130018305,0.190167956,0.158129009,-0.129433149,0.199052858,0.149315693,-0.213384194,0.087876556,0.150061996,-0.242225904
442,3026,T,Ok? So why do you need to go fast for some lines and slower for some lines? ,Q,PD,0.213947314,-0.232021722,0.241825593,-4.36688269,-0.231591934,-0.251104576,-0.29188289,-0.195580403,0.251288903,0.201025873,0.261451362,0.229712181,-0.214558918,0.239781218,0.220663104,-0.269250813,0.193017892,0.214803141,-0.33486181
443,3026,S,"Some, when you’re like that, you got to go up or down. ",Rs,PD,0.118096494,-0.222830484,0.119779662,0.165091015,-0.124081627,-0.134985029,-0.134690948,-0.093596902,0.194765955,0.107015183,-4.473471485,0.120165607,-0.098824608,0.184683037,0.14421265,-0.144170003,0.074414685,0.120987349,-0.128695241
444,3026,T,"Ok, so you’re talking about the slant of the line?",Fq,PD,0.193963622,-0.216929967,0.220714417,-4.073011682,-0.210438232,-0.232529204,-0.270757192,-0.170744807,0.230352591,0.179723603,0.24006634,0.20823723,-0.189021187,0.22756271,0.199258881,-0.252490827,0.161475491,0.195380797,-0.307071038
445,3026,S,Yeah. ,Ry,PD,0.055322503,-0.124252338,0.090007406,0.120711486,-0.062148545,-0.095207443,-0.122257118,-0.031068715,0.070698823,0.043229222,0.072034418,-3.903398186,-0.026165828,0.072045283,0.052276371,-0.11954318,0.014474142,0.075072419,-0.093935284
446,3026,T,"Ok, we call that slope. ",Fs,SK,0.194590875,-0.224470764,0.161057029,0.211313177,2.344864933,-0.17474779,-0.208388697,-0.131327965,0.1627787,0.154897015,0.17020424,0.17786536,-0.138932951,0.221838585,0.16413749,1.839397024,0.118317865,0.245501314,-0.177671735
